brand_name,model_name,motor_size,model_year,kms_driven,mileage,owner,power,price
KTM,Duke,125.0,2019,11000.0,0.0,1,14.3,133000
Royal-Enfield,Classic,350.0,2019,10000.0,35.0,1,19.8,168000
Royal-Enfield,Classic,350.0,2019,7000.0,35.0,1,19.8,165000
TVS,Apache,160.0,2016,60.0,60.0,1,15.2,56000
KTM,Duke,250.0,2017,16000.0,0.0,1,29.6,145300
Hero,Karizma,223.0,2016,7960.0,40.0,1,17.0,42000
Honda,CB,125.0,2018,65.0,65.0,1,10.0,30000
KTM,Duke,200.0,2013,40000.0,35.0,1,25.0,85000
Royal-Enfield,Classic,350.0,2019,12500.0,35.0,1,19.8,60000
Royal-Enfield,Standard,350.0,2011,37.0,37.0,1,19.8,66000
Bajaj,Avenger,150.0,2016,12000.0,50.0,1,14.3,70000
Bajaj,Pulsar,135.0,2015,17000.0,64.0,1,13.0,23925
Bajaj,Discover,100.0,2014,80.0,80.0,1,7.7,16000
Bajaj,Pulsar,150.0,2016,65.0,65.0,1,15.0,25000
Bajaj,Pulsar,150.0,2016,65.0,65.0,1,15.0,30000
Yamaha,YZF-R15,150.0,2020,9200.0,40.0,1,18.3,150000
Yamaha,Saluto,110.0,2017,70.0,70.0,1,7.0,32500
Suzuki,Intruder,150.0,2021,1000.0,0.0,1,14.6,147800
KTM,Duke,200.0,2018,8067.0,35.0,1,24.6,165000
Royal-Enfield,Continental,650.0,2017,1200.0,0.0,1,47.0,310000
Bajaj,V15,150.0,2017,30000.0,57.0,1,11.8,31000
Royal-Enfield,Bullet,350.0,2017,13972.0,40.0,1,19.8,105000
Royal-Enfield,Classic,350.0,2013,17000.0,35.0,1,19.8,105000
Yamaha,FZ,150.0,2018,58.0,58.0,1,13.0,66000
Bajaj,Pulsar,220.0,2011,41000.0,38.0,1,21.0,29000
Bajaj,Pulsar,125.0,2020,48000.0,62.0,4,11.64,41000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,65000
Royal-Enfield,Classic,500.0,2015,10000.0,32.0,1,27.2,93000
Royal-Enfield,Classic,350.0,2018,13000.0,35.0,2,19.8,100000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,69000
Yamaha,FZs,150.0,2015,17345.0,45.0,1,13.0,58000
Royal-Enfield,Classic,350.0,2018,12500.0,35.0,1,19.8,60000
Hero,Hunk,150.0,2016,40000.0,53.0,1,14.0,40000
Hero,Super,125.0,2006,58000.0,75.0,1,9.0,15000
Yamaha,YZF-R15,150.0,2019,521.0,0.0,1,18.7,143000
Bajaj,Avenger,180.0,2006,57500.0,40.0,1,19.0,36000
Bajaj,Pulsar,135.0,2010,55300.0,64.0,1,13.0,14100
Royal-Enfield,Classic,350.0,2019,21000.0,35.0,2,19.8,157600
Royal-Enfield,Classic,350.0,2019,13230.0,35.0,1,19.8,170000
Honda,CB,160.0,2016,52.0,52.0,1,15.44,54800
Royal-Enfield,Thunderbird,350.0,2018,15000.0,0.0,1,19.8,150000
Royal-Enfield,Thunderbird,350.0,2008,11000.0,30.0,1,19.8,44000
Royal-Enfield,Classic,350.0,2019,8586.0,35.0,1,19.8,150000
Bajaj,Pulsar,200.0,2016,35.0,35.0,1,24.5,80000
Bajaj,Pulsar,150.0,2006,65.0,65.0,1,14.85,11000
Bajaj,Pulsar,125.0,2019,41000.0,0.0,1,11.8,64000
Bajaj,Pulsar,180.0,2009,31000.0,65.0,1,15.0,16000
Royal-Enfield,Classic,350.0,2016,18574.0,35.0,1,19.8,131918
Bajaj,Pulsar,150.0,2012,65.0,65.0,1,14.85,26000
Royal-Enfield,Classic,350.0,2020,9600.0,35.0,1,19.1,190000
Bajaj,Pulsar,150.0,2011,65.0,65.0,1,14.85,22440
Suzuki,Gixxer,150.0,2021,600.0,40.0,1,14.6,82500
Royal-Enfield,Bullet,350.0,2007,60000.0,37.0,1,19.8,35000
Royal-Enfield,Classic,350.0,2017,13000.0,35.0,1,19.8,122000
TVS,Sport,100.0,2016,32000.0,95.0,1,7.4,40000
TVS,Apache,180.0,2013,45.0,45.0,1,17.2,41000
Honda,CBR,250.0,2015,6576.0,29.0,1,26.15,80000
Hero,HF,100.0,2018,6750.0,65.0,1,8.1,22500
Royal-Enfield,Classic,350.0,2020,2500.0,35.0,1,19.8,220000
Bajaj,Pulsar,150.0,2014,65.0,65.0,3,14.85,27000
Hero,HF,100.0,2019,6750.0,55.0,1,6.15,23500
Hero,HF,100.0,2018,7200.0,65.0,1,8.1,23500
Bajaj,Avenger,150.0,2017,45000.0,45.0,1,14.3,68000
Royal-Enfield,Classic,350.0,2015,42000.0,35.0,1,19.8,145000
TVS,Apache,180.0,2016,45.0,45.0,1,17.3,51000
Bajaj,Pulsar,150.0,2014,65.0,65.0,1,14.85,46000
Yamaha,FZ16,150.0,2009,58.0,58.0,1,13.0,29500
Bajaj,Pulsar,200.0,2018,35.0,35.0,1,24.5,106000
Bajaj,Pulsar,200.0,2019,35.0,35.0,4,24.5,53500
Bajaj,Pulsar,200.0,2015,35.0,35.0,1,24.16,67000
Bajaj,Pulsar,200.0,2017,35.0,35.0,2,24.5,100000
Bajaj,Pulsar,200.0,2019,42.0,42.0,1,23.2,74625
Bajaj,Pulsar,150.0,2014,65.0,65.0,2,14.85,38000
Bajaj,Pulsar,220.0,2021,1400.0,38.0,1,20.11,135000
Suzuki,Gixxer,150.0,2015,32000.0,63.0,1,14.0,46400
Royal-Enfield,Bullet,350.0,2008,19000.0,30.0,1,19.8,65000
Royal-Enfield,Classic,350.0,2016,55000.0,35.0,1,19.8,41250
Yamaha,FZS-FI,150.0,2020,5500.0,58.0,1,12.2,98200
Royal-Enfield,Classic,350.0,2018,12500.0,35.0,1,19.8,60000
Yamaha,YZF-R15,150.0,2019,14500.0,42.0,1,16.0,50000
Yamaha,YZF-R15,150.0,2011,15502.0,42.0,1,16.0,43500
Bajaj,Discover,100.0,2013,80.0,80.0,1,7.7,17000
Bajaj,Pulsar,180.0,2021,1000.0,45.0,1,16.6,125000
TVS,Apache,160.0,2020,60.0,60.0,1,15.2,86000
KTM,RC,200.0,2017,9000.0,35.0,1,25.1,68000
KTM,RC,125.0,2020,5000.0,40.0,1,14.5,152000
Royal-Enfield,Standard,350.0,2018,37.0,37.0,1,19.8,118000
Royal-Enfield,Standard,500.0,2016,12417.0,25.0,1,26.1,105000
Bajaj,V15,150.0,2016,30000.0,57.0,1,11.8,35000
Honda,X-Blade,160.0,2019,17700.0,0.0,1,13.93,78000
TVS,Apache,160.0,2014,60.0,60.0,2,15.2,50000
Bajaj,Avenger,150.0,2016,24318.0,50.0,1,14.3,57501
Royal-Enfield,Thunderbird,350.0,2012,2200.0,40.0,1,19.8,80000
Royal-Enfield,Classic,350.0,2019,7000.0,35.0,1,19.8,142000
Royal-Enfield,Thunderbird,350.0,2013,40000.0,40.0,3,19.8,70000
Hero,Glamour,125.0,2014,45000.0,55.0,1,8.9,49000
Bajaj,Pulsar,220.0,2018,43000.0,38.0,1,21.0,78000
Royal-Enfield,Thunderbird,350.0,2015,19000.0,40.0,1,19.8,90000
Hero,Xtreme,160.0,2020,7500.0,55.0,1,15.0,100500
Royal-Enfield,Thunderbird,500.0,2019,4550.0,0.0,1,27.2,190500
Hero,Xtreme,200.0,2018,9800.0,39.0,1,18.1,75100
Royal-Enfield,Machismo,500.0,2007,25.0,25.0,3,23.9,72000
Honda,CB,160.0,2017,52.0,52.0,1,13.82,40000
Royal-Enfield,Classic,350.0,2017,21200.0,35.0,1,19.8,116000
Honda,CB,125.0,2009,65.0,65.0,1,10.0,83000
Royal-Enfield,Bullet,350.0,2012,66000.0,40.0,1,19.8,65000
Suzuki,Gixxer,150.0,2017,25000.0,40.0,1,14.6,52200
Royal-Enfield,Thunderbird,350.0,2012,26000.0,40.0,2,19.8,75000
Hero,Splendor,100.0,2018,4584.0,81.0,1,8.2,65000
Bajaj,Avenger,220.0,2016,13589.0,35.0,1,19.0,64674
Yamaha,FZ16,150.0,2016,58.0,58.0,1,13.0,56860
Royal-Enfield,Thunderbird,350.0,2014,43500.0,40.0,1,19.8,71800
Hero,CBZ,150.0,2013,62000.0,65.0,2,14.4,16700
Royal-Enfield,Thunderbird,350.0,2016,33100.0,40.0,1,19.8,92500
Royal-Enfield,Classic,500.0,2018,9700.0,32.0,1,27.2,180000
Yamaha,YZF-R15,150.0,2015,40000.0,42.0,1,16.7,70000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,71600
TVS,Apache,160.0,2020,60.0,60.0,1,15.2,84200
Bajaj,Dominar,400.0,2017,28.0,28.0,1,34.5,120100
Royal-Enfield,Bullet,350.0,2018,12884.0,35.0,1,19.8,120000
KTM,Duke,200.0,2015,12867.0,35.0,1,25.0,100000
Royal-Enfield,Thunderbird,500.0,2016,4000.0,25.0,1,27.2,110000
Bajaj,Avenger,220.0,2013,33000.0,40.0,1,19.0,40000
Bajaj,Avenger,220.0,2018,7600.0,53.0,1,19.0,75800
Royal-Enfield,Thunderbird,350.0,2011,20000.0,35.0,1,19.8,85700
Honda,CB,160.0,2016,52.0,52.0,1,15.44,54100
Bajaj,Pulsar,200.0,2017,35.0,35.0,1,24.5,90000
KTM,Duke,390.0,2016,40000.0,25.0,1,42.9,131700
Hero,Splendor,100.0,2015,25000.0,55.0,1,8.2,40000
Jawa,Forty,295.0,2019,10500.0,0.0,1,27.0,150000
Honda,CBR,150.0,2015,38.0,38.0,2,18.28,68000
Yamaha,YZF-R15,150.0,2020,1436.0,0.0,1,18.7,157000
Royal-Enfield,Bullet,350.0,2015,29609.0,35.0,1,19.8,70000
Yamaha,FZ16,150.0,2010,58.0,58.0,1,13.0,27000
Bajaj,Pulsar,150.0,2007,65.0,65.0,1,14.85,11500
Royal-Enfield,Classic,350.0,2019,9000.0,35.0,1,19.8,133300
Royal-Enfield,Thunderbird,500.0,2012,21000.0,25.0,1,27.2,80000
Royal-Enfield,Himalayan,410.0,2019,4500.0,32.0,1,24.5,197900
Yamaha,YZF-R15,150.0,2016,18500.0,42.0,1,16.0,75000
Bajaj,Pulsar,180.0,2014,34877.0,45.0,1,17.0,44000
Bajaj,Pulsar,150.0,2014,65.0,65.0,1,14.85,36365
Bajaj,Platina,110.0,2019,10000.0,0.0,1,8.6,55400
Royal-Enfield,Thunderbird,350.0,2017,21100.0,40.0,1,19.8,126200
Royal-Enfield,Thunderbird,350.0,2015,19051.0,40.0,1,19.8,113900
Royal-Enfield,Classic,350.0,2020,6000.0,35.0,1,19.1,154700
Bajaj,V15,150.0,2016,40000.0,57.0,1,11.8,22950
KTM,Duke,390.0,2016,15500.0,25.0,2,42.9,122100
Royal-Enfield,Thunderbird,350.0,2014,6000.0,40.0,1,19.8,137400
Royal-Enfield,Bullet,350.0,2004,22313.0,30.0,1,19.8,70000
KTM,RC,200.0,2018,18000.0,35.0,1,25.1,117000
Bajaj,Avenger,220.0,2019,15500.0,35.0,1,19.0,92000
Bajaj,Discover,125.0,2016,82.4,82.0,1,10.9,33840
Bajaj,Avenger,150.0,2017,36000.0,45.0,1,14.3,60000
Royal-Enfield,Classic,500.0,2013,19060.0,32.0,1,27.2,85000
Royal-Enfield,Classic,500.0,2015,25600.0,32.0,1,27.2,100000
Royal-Enfield,Thunderbird,350.0,2019,3500.0,0.0,1,19.8,195500
Honda,CB,150.0,2009,60.0,60.0,1,14.0,35000
Honda,CB,150.0,2005,60.0,60.0,1,14.0,32000
Bajaj,Avenger,220.0,2017,8300.0,53.0,1,19.0,69500
TVS,Apache,180.0,2016,45.0,45.0,2,17.3,51900
Honda,CBR,150.0,2015,38.0,38.0,1,18.28,60148
Suzuki,Gixxer,150.0,2018,19410.0,63.0,1,14.0,65000
TVS,Apache,160.0,2019,60.0,60.0,1,15.0,70000
Suzuki,Gixxer,150.0,2015,27000.0,63.0,1,14.0,48000
Honda,CBR,250.0,2013,38.0,38.0,2,26.15,54000
Bajaj,Avenger,220.0,2015,37580.0,40.0,1,19.0,39000
Yamaha,YZF-R15,150.0,2010,32100.0,42.0,1,16.0,50000
Yamaha,FZ25,250.0,2017,17000.0,43.0,2,20.3,60000
Royal-Enfield,Bullet,350.0,2005,30000.0,30.0,1,19.8,40000
Royal-Enfield,Thunderbird,350.0,2018,32000.0,0.0,1,19.8,135000
Bajaj,Pulsar,180.0,2019,17000.0,0.0,1,17.0,82000
Royal-Enfield,Thunderbird,350.0,2011,62000.0,35.0,1,19.8,75000
Hero,Glamour,125.0,2021,1000.0,55.0,1,10.72,75000
TVS,Apache,160.0,2016,60.0,60.0,1,15.2,50000
Yamaha,YZF-R15,150.0,2016,26000.0,42.0,1,16.7,85000
Royal-Enfield,Bullet,350.0,2019,37.0,37.0,1,19.8,140000
Hero,Splendor,100.0,2021,4.0,55.0,1,7.91,74000
Honda,CB,125.0,2012,65.0,65.0,1,10.0,35000
Royal-Enfield,Thunderbird,350.0,2016,13800.0,40.0,1,19.8,123250
Yamaha,MT-15,150.0,2021,7000.0,0.0,1,18.23,172000
Hero,Passion,110.0,2013,35000.0,55.0,1,6.72,30000
Honda,CBR,250.0,2011,35000.0,29.0,2,26.15,37038
Bajaj,Avenger,220.0,2016,33034.0,35.0,2,19.0,39450
Bajaj,Avenger,220.0,2017,20000.0,40.0,1,19.0,69400
Royal-Enfield,Bullet,350.0,2020,37.0,37.0,1,19.1,134200
Bajaj,Pulsar,200.0,2014,8300.0,40.0,1,24.2,52500
Royal-Enfield,Thunderbird,350.0,2015,40000.0,40.0,1,19.8,111000
Bajaj,Discover,100.0,2015,80.0,80.0,1,9.1,21500
Bajaj,Discover,150.0,2015,70.0,70.0,1,13.0,38800
TVS,Apache,200.0,2017,40.0,40.0,3,20.7,56400
Bajaj,Pulsar,150.0,2019,65.0,65.0,1,15.0,90000
Yamaha,FZS,150.0,2018,12000.0,52.0,1,12.9,67900
Royal-Enfield,Thunderbird,500.0,2018,3745.0,25.0,1,27.2,171700
Yamaha,FZ,150.0,2015,58.0,58.0,1,13.0,54000
Hero,Glamour,125.0,2010,46000.0,55.0,1,8.9,22000
Yamaha,FZ25,250.0,2017,29000.0,43.0,1,20.3,65000
Honda,CB,160.0,2017,52.0,52.0,1,15.44,60000
Bajaj,V15,150.0,2018,31000.0,57.0,1,11.8,40000
Bajaj,Pulsar,200.0,2016,42.0,42.0,1,23.2,51500
Royal-Enfield,Classic,350.0,2020,1700.0,35.0,1,19.8,190000
Bajaj,Discover,135.0,2010,52000.0,65.0,1,9.64,12000
Bajaj,Dominar,400.0,2018,28.0,28.0,1,34.5,142000
Yamaha,YZF-R15,150.0,2017,21500.0,42.0,1,16.7,90000
Hero,Passion,100.0,2011,46000.0,5.0,1,8.2,19051
Kawasaki,Z250,250.0,2015,16756.0,28.0,1,31.5,138029
Royal-Enfield,Classic,350.0,2019,2829.0,35.0,1,19.8,165000
Royal-Enfield,Classic,350.0,2018,9488.0,35.0,1,19.8,150000
Yamaha,FZs,150.0,2010,33000.0,45.0,1,13.0,22000
Honda,CB,160.0,2016,52.0,52.0,1,15.44,40000
TVS,Apache,160.0,2018,20000.0,0.0,1,16.1,75000
Royal-Enfield,Bullet,350.0,2014,34000.0,37.0,2,19.8,85000
Honda,Livo,110.0,2018,14000.0,0.0,1,8.25,55000
Hero,Super,125.0,2019,13800.0,75.0,1,9.0,55000
Royal-Enfield,Classic,350.0,2016,9500.0,35.0,1,19.8,123500
Bajaj,Pulsar,180.0,2016,19456.0,65.0,1,17.0,56213
Royal-Enfield,Bullet,350.0,2016,63000.0,37.0,1,19.8,90000
Suzuki,Intruder,150.0,2018,28000.0,0.0,1,14.6,73100
TVS,Apache,160.0,2018,60.0,60.0,1,15.2,56000
Hero,Passion,110.0,2018,5411.0,55.0,1,6.72,62000
TVS,Apache,160.0,2014,60.0,60.0,1,15.2,47175
Bajaj,Discover,125.0,2011,82.4,82.0,1,10.9,13000
Yamaha,YZF-R15,150.0,2013,31000.0,42.0,1,16.7,64700
Bajaj,Pulsar,220.0,2015,47000.0,38.0,1,21.0,54000
Royal-Enfield,Thunderbird,350.0,2012,26000.0,40.0,2,19.8,70000
KTM,RC,390.0,2019,2200.0,26.0,1,42.3,225000
Royal-Enfield,Thunderbird,350.0,2015,25000.0,40.0,1,19.8,100000
Bajaj,Pulsar,150.0,2011,65.0,65.0,1,14.85,22000
Bajaj,Pulsar,150.0,2016,65.0,65.0,1,15.0,51900
Bajaj,Pulsar,200.0,2017,35.0,35.0,1,24.5,86000
Bajaj,Pulsar,220.0,2018,37000.0,38.0,1,21.0,80000
Bajaj,Pulsar,180.0,2016,51000.0,65.0,1,17.0,52000
Bajaj,Pulsar,180.0,2009,26000.0,65.0,1,15.0,15000
Bajaj,Pulsar,200.0,2019,42.0,42.0,2,23.2,59000
Bajaj,Pulsar,180.0,2017,22000.0,65.0,2,17.0,59900
TVS,Apache,160.0,2017,60.0,60.0,1,15.2,51000
Bajaj,Pulsar,180.0,2014,8000.0,45.0,1,17.0,41400
Bajaj,Discover,125.0,2017,22000.0,65.0,1,12.5,40000
Bajaj,V12,125.0,2018,28000.0,57.0,1,12.0,40000
Hero,Splendor,100.0,2020,2000.0,55.0,1,7.91,67000
Yamaha,Fazer,250.0,2017,5100.0,43.0,2,20.3,80400
Royal-Enfield,Bullet,350.0,2015,12036.0,40.0,1,19.8,99902
Suzuki,Gixxer,150.0,2016,24500.0,40.0,3,14.6,43000
Suzuki,Intruder,150.0,2018,40000.0,0.0,1,14.6,70900
Royal-Enfield,Bullet,350.0,2016,4730.0,40.0,1,19.8,96000
Honda,CBR,250.0,2015,38000.0,29.0,2,26.15,75000
Jawa,Standard,295.0,2020,1003.0,0.0,1,27.0,175000
Bajaj,Pulsar,200.0,2016,35.0,35.0,1,24.5,94100
Honda,CB,150.0,2014,20000.0,60.0,1,14.0,23000
TVS,Apache,180.0,2017,45.0,45.0,1,17.2,54000
TVS,Apache,160.0,2020,60.0,60.0,1,15.2,61400
Bajaj,Pulsar,180.0,2011,28000.0,65.0,1,15.0,24000
Royal-Enfield,Thunderbird,500.0,2017,20000.0,25.0,1,27.2,135000
Hero,Hunk,150.0,2007,57000.0,53.0,1,14.0,10500
Hero,Passion,100.0,2001,60000.0,55.0,1,7.5,10000
Royal-Enfield,Thunderbird,350.0,2017,37650.0,40.0,2,19.8,120000
Royal-Enfield,Classic,350.0,2017,26000.0,35.0,1,19.8,135000
Bajaj,Pulsar,150.0,2019,65.0,65.0,1,15.0,60000
Royal-Enfield,Classic,350.0,2018,28360.0,35.0,1,19.8,148700
Bajaj,Pulsar,125.0,2020,10000.0,62.0,1,11.64,100000
Bajaj,Avenger,220.0,2015,25000.0,40.0,1,19.0,70000
TVS,Apache,160.0,2007,60.0,60.0,1,15.2,17000
Bajaj,Pulsar,150.0,2014,65.0,65.0,1,14.85,37000
Bajaj,Pulsar,150.0,2011,65.0,65.0,1,14.85,23000
Bajaj,Pulsar,200.0,2013,35.0,35.0,1,23.19,50000
Bajaj,Pulsar,220.0,2017,50000.0,38.0,1,21.0,72000
Hero,Glamour,125.0,2019,23000.0,45.0,1,6.72,60000
TVS,Apache,160.0,2017,60.0,60.0,1,15.2,51000
Royal-Enfield,Classic,350.0,2013,36282.0,35.0,1,19.8,110000
TVS,Apache,160.0,2018,35000.0,0.0,1,16.1,75000
Suzuki,Gixxer,150.0,2019,23000.0,63.0,1,14.0,85000
Honda,Dream,110.0,2017,84.0,84.0,1,8.25,42500
Husqvarna,Vitpilen,250.0,2020,1700.0,31.0,1,29.63,180000
Honda,CB,125.0,2015,65.0,65.0,1,10.0,35000
Bajaj,Platina,100.0,2018,104.0,10.0,1,8.2,45000
Royal-Enfield,Classic,350.0,2016,30000.0,35.0,2,19.8,130000
Kawasaki,Z1000,1000.0,2019,10500.0,15.0,1,139.0,760000
Suzuki,Fiero,150.0,2002,45000.0,53.0,1,12.0,3900
Honda,CBR,250.0,2011,22000.0,29.0,1,26.15,50000
Bajaj,Pulsar,200.0,2012,35.0,35.0,1,23.19,42500
Royal-Enfield,Thunderbird,350.0,2018,7226.0,40.0,1,19.8,120000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,70000
Bajaj,Pulsar,180.0,2013,38000.0,65.0,2,15.0,31500
Bajaj,Pulsar,220.0,2013,58000.0,38.0,1,21.0,34600
Honda,CB,125.0,2012,65.0,65.0,1,10.0,30000
Yamaha,YZF-R15,150.0,2018,11000.0,0.0,1,18.7,140000
Bajaj,Pulsar,200.0,2015,35.0,35.0,1,24.16,84000
Suzuki,Gixxer,250.0,2019,3574.0,0.0,1,26.1,128000
Bajaj,Pulsar,200.0,2015,35.0,35.0,4,24.16,47040
Bajaj,Pulsar,200.0,2012,35.0,35.0,4,23.19,24000
Bajaj,Pulsar,200.0,2013,35.0,35.0,4,23.19,27000
Bajaj,Pulsar,150.0,2015,65.0,65.0,1,14.85,41000
Yamaha,YZF-R15,150.0,2018,16580.0,0.0,1,18.7,97000
Yamaha,FZS,150.0,2018,4578.0,52.0,1,12.9,76000
Hero,Karizma,223.0,2008,23910.0,40.0,2,17.0,25000
Bajaj,Pulsar,220.0,2014,25300.0,38.0,1,21.0,56000
Bajaj,Pulsar,125.0,2020,3450.0,62.0,1,11.64,80000
Bajaj,Pulsar,150.0,2014,65.0,65.0,1,14.85,37000
Yamaha,FZ,150.0,2009,58.0,58.0,1,13.0,30000
TVS,Apache,180.0,2018,45.0,45.0,1,17.3,55000
TVS,Apache,200.0,2019,40.0,40.0,1,20.23,110000
Yamaha,FZ25,250.0,2019,10000.0,43.0,1,20.3,130000
Honda,CBR,250.0,2011,30000.0,29.0,1,26.15,46800
Royal-Enfield,Thunderbird,350.0,2019,3700.0,0.0,1,19.8,144500
Bajaj,Pulsar,220.0,2016,48853.0,38.0,1,21.0,85000
Royal-Enfield,Thunderbird,350.0,2007,25000.0,30.0,1,19.8,78000
TVS,Apache,160.0,2010,60.0,60.0,1,15.2,15000
Yamaha,FZ16,150.0,2016,58.0,58.0,1,13.0,55000
Honda,CB,160.0,2017,52.0,52.0,1,15.44,80000
Honda,CB,125.0,2016,65.0,65.0,1,10.0,52000
Bajaj,Dominar,400.0,2020,28.0,28.0,1,39.42,165000
Royal-Enfield,Classic,500.0,2016,21000.0,32.0,1,27.2,160000
Bajaj,Pulsar,220.0,2017,49000.0,38.0,3,21.0,58900
Bajaj,Pulsar,125.0,2020,39000.0,62.0,1,11.64,73000
Bajaj,Pulsar,150.0,2009,65.0,65.0,1,14.85,16000
KTM,Duke,250.0,2017,29700.0,0.0,1,29.6,140000
Bajaj,Pulsar,200.0,2012,42.0,42.0,1,23.17,26200
Honda,CB,160.0,2016,52.0,52.0,2,15.44,56400
Bajaj,V15,150.0,2017,5200.0,57.0,1,11.8,37500
Hero,Passion,100.0,2008,54500.0,55.0,2,7.5,15500
Bajaj,Pulsar,160.0,2018,19000.0,0.0,1,15.5,78000
Honda,CB,150.0,2011,60.0,60.0,1,14.0,41111
Yamaha,FZs,150.0,2015,45000.0,45.0,1,13.0,55000
KTM,Duke,250.0,2018,26079.0,0.0,1,29.6,170000
Jawa,Forty,295.0,2019,2450.0,0.0,1,27.0,150000
Bajaj,Pulsar,180.0,2015,29000.0,45.0,1,17.0,47000
KTM,RC,200.0,2018,13500.0,35.0,1,25.1,165000
Mahindra,Centuro,110.0,2014,38000.0,60.0,1,8.5,30000
Bajaj,Pulsar,160.0,2019,7000.0,0.0,1,15.5,85000
Bajaj,V15,150.0,2016,15000.0,57.0,1,11.8,38000
TVS,Apache,160.0,2017,60.0,60.0,1,15.2,69000
TVS,Apache,310.0,2018,28000.0,22.0,1,33.0,175000
Bajaj,Pulsar,200.0,2018,42.0,42.0,1,23.2,90000
Yamaha,FZ,150.0,2012,58.0,58.0,1,13.0,35000
Bajaj,Avenger,180.0,2018,9590.0,45.0,1,15.3,82000
Jawa,Forty,295.0,2019,7541.0,0.0,1,27.0,144000
TVS,Apache,200.0,2019,40.0,40.0,1,20.23,98000
Bajaj,V15,150.0,2017,14000.0,57.0,1,11.8,39000
KTM,RC,200.0,2018,16000.0,35.0,1,25.1,175000
Royal-Enfield,Classic,350.0,2018,18000.0,35.0,1,19.8,136000
Royal-Enfield,Bullet,350.0,2015,28000.0,37.0,1,19.8,85000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,75000
Yamaha,FZ,150.0,2018,58.0,58.0,1,13.0,85000
Royal-Enfield,Classic,350.0,2018,15000.0,35.0,1,19.8,145000
Bajaj,Pulsar,180.0,2017,28000.0,65.0,2,17.0,58700
Bajaj,Pulsar,150.0,2013,65.0,65.0,1,14.85,29000
TVS,Radeon,110.0,2019,16000.0,0.0,1,8.2,52000
Hero,CBZ,150.0,2013,19000.0,65.0,1,14.4,28500
Royal-Enfield,Meteor,350.0,2021,3800.0,0.0,1,20.2,233437
Royal-Enfield,Thunderbird,350.0,2020,7500.0,0.0,1,19.8,181562
Honda,CB,125.0,2019,65.0,65.0,1,10.0,75000
TVS,Apache,200.0,2017,40.0,40.0,1,20.7,61000
Bajaj,Discover,100.0,2013,80.0,80.0,2,7.7,25000
Royal-Enfield,Classic,350.0,2017,23000.0,35.0,2,19.8,150000
Honda,CBR,250.0,2013,38.0,38.0,3,26.15,50300
KTM,Duke,250.0,2019,21000.0,0.0,1,29.6,167600
Yamaha,FZS,150.0,2018,12000.0,52.0,1,12.9,70000
Royal-Enfield,Continental,650.0,2017,12000.0,0.0,1,47.0,300000
Yamaha,YZF-R15,150.0,2013,50562.0,42.0,1,16.7,59999
Royal-Enfield,Thunderbird,500.0,2014,15000.0,25.0,2,27.2,110000
Bajaj,Avenger,150.0,2017,23000.0,45.0,1,14.3,53500
Royal-Enfield,Classic,350.0,2016,40600.0,35.0,1,19.8,120000
Royal-Enfield,Bullet,350.0,2016,23000.0,37.0,1,19.8,125000
TVS,Apache,200.0,2021,40.0,40.0,4,20.21,61000
Bajaj,Pulsar,150.0,2018,65.0,65.0,2,15.0,50000
Hero,Splendor,100.0,2019,8015.0,55.0,1,8.2,45000
Royal-Enfield,Bullet,350.0,2012,26000.0,40.0,1,19.8,65000
Yamaha,FZ,150.0,2013,58.0,58.0,2,13.0,27000
KTM,Duke,390.0,2020,16000.0,25.0,1,42.9,265000
Bajaj,Pulsar,200.0,2015,35.0,35.0,4,24.16,48400
TVS,Apache,310.0,2021,1000.0,22.0,1,33.0,260000
Honda,CB,160.0,2019,52.0,52.0,1,15.44,72500
Honda,CB,160.0,2019,52.0,52.0,1,15.44,81800
Suzuki,Gixxer,150.0,2016,60000.0,40.0,1,14.6,58000
Royal-Enfield,Thunderbird,350.0,2014,16000.0,40.0,1,19.8,115000
Royal-Enfield,Classic,500.0,2011,4578.0,32.0,1,27.2,90000
Royal-Enfield,Thunderbird,350.0,2015,17960.0,40.0,1,19.8,90000
Royal-Enfield,Bullet,350.0,2015,14733.0,35.0,1,19.8,85000
Bajaj,Platina,100.0,2016,104.0,10.0,1,8.1,42000
Bajaj,Pulsar,200.0,2018,42.0,42.0,1,23.2,94000
KTM,RC,390.0,2019,14000.0,26.0,1,42.3,173175
Hero,Splendor,100.0,2010,23000.0,81.0,1,8.2,22000
TVS,Apache,180.0,2010,45.0,45.0,4,17.2,23000
Bajaj,Pulsar,180.0,2007,35000.0,65.0,1,15.0,11500
Yamaha,YZF-R15,150.0,2018,22800.0,42.0,1,16.0,77400
Royal-Enfield,Meteor,350.0,2020,1600.0,0.0,1,20.2,180000
Yamaha,YZF-R15,150.0,2019,9186.0,0.0,1,18.7,128000
Hero,Splendor,100.0,2018,12897.0,81.0,1,8.2,60000
Bajaj,Pulsar,200.0,2012,35.0,35.0,1,23.19,43000
Bajaj,Avenger,220.0,2013,47000.0,40.0,1,19.0,33300
Royal-Enfield,Standard,350.0,2017,37.0,37.0,1,19.8,152000
