brand_name,model_name,motor_size,years,kms_driven,mileage,owner,power,price
Bajaj,Avenger,150.0,3,32000.0,45.0,1,14.3,46500
Honda,CBR,250.0,3,38.0,38.0,1,25.7,180000
Yamaha,FZs,150.0,7,21100.0,45.0,2,13.0,45000
Yamaha,YZF-R15,150.0,2,16200.0,0.0,1,18.7,140000
Suzuki,Gixxer,150.0,2,15500.0,63.0,1,14.0,92000
Bajaj,Pulsar,220.0,5,15241.0,38.0,1,21.0,63000
TVS,Victor,110.0,3,74.0,74.0,2,9.5,30000
KTM,Duke,200.0,2,16500.0,35.0,2,24.6,155000
Bajaj,Pulsar,220.0,11,22000.0,38.0,1,21.0,40000
KTM,Duke,250.0,4,20000.0,0.0,1,29.6,190000
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,26900
TVS,Apache,160.0,3,95000.0,0.0,1,16.1,64000
Bajaj,Avenger,220.0,10,19000.0,40.0,1,19.0,25000
Yamaha,FZs,150.0,8,22363.0,45.0,1,13.0,45000
Bajaj,Pulsar,150.0,7,65.0,65.0,1,14.85,45000
TVS,Apache,180.0,7,45.0,45.0,1,17.2,48000
Yamaha,FZs,150.0,8,27744.0,45.0,1,13.0,45000
Bajaj,Pulsar,220.0,7,31773.0,38.0,1,21.0,48000
Royal-Enfield,Bullet,350.0,1,37.0,37.0,1,19.8,148000
Royal-Enfield,Bullet,500.0,5,13000.0,25.0,1,26.37,112300
Royal-Enfield,Thunderbird,350.0,2,25000.0,0.0,1,19.8,165000
Yamaha,YZF-R15,150.0,5,29963.0,42.0,1,16.7,100000
TVS,Apache,200.0,4,40.0,40.0,2,20.7,80000
KTM,Duke,390.0,4,22352.0,25.0,1,42.9,180000
Honda,CB,125.0,7,65.0,65.0,1,10.0,35000
Hero,CBZ,150.0,10,90000.0,65.0,1,12.8,23000
Yamaha,FZs,150.0,9,40000.0,45.0,2,13.0,45000
Hero,Xpulse,200.0,2,800.0,0.0,1,18.1,87000
KTM,RC,390.0,2,1440.0,26.0,1,42.3,190000
Royal-Enfield,Himalayan,410.0,4,19000.0,32.0,1,24.5,118000
Royal-Enfield,Classic,350.0,5,21000.0,35.0,1,19.8,86250
Suzuki,Gixxer,150.0,5,13998.0,63.0,1,14.0,56969
Yamaha,YZF-R15,150.0,1,6000.0,0.0,1,18.7,155625
Bajaj,Pulsar,220.0,8,50000.0,38.0,2,21.0,30000
Hero,Splendor,100.0,2,7886.0,55.0,1,8.2,65000
Royal-Enfield,Classic,350.0,7,30000.0,35.0,1,19.8,78750
Royal-Enfield,Thunderbird,350.0,11,44000.0,35.0,2,19.8,60000
Bajaj,Pulsar,150.0,8,65.0,65.0,1,14.85,28800
Honda,CB,125.0,7,65.0,65.0,1,10.0,32500
Bajaj,Pulsar,125.0,2,16000.0,0.0,1,11.8,62000
Bajaj,Pulsar,125.0,1,88000.0,62.0,2,11.64,55200
Hero,Super,125.0,2,12700.0,75.0,1,9.0,55000
Suzuki,Gixxer,150.0,0,7500.0,40.0,1,14.6,150000
KTM,Duke,200.0,6,20000.0,35.0,1,25.0,89900
Honda,CBR,250.0,9,29.0,29.0,2,26.15,70000
Hero,CBZ,150.0,12,61000.0,65.0,1,12.8,25000
Royal-Enfield,Classic,350.0,0,18000.0,35.0,1,19.1,172100
Bajaj,Discover,150.0,6,70.0,70.0,1,13.0,25000
Hero,Xpulse,200.0,2,10900.0,0.0,1,18.1,105100
Hero,Karizma,223.0,15,47000.0,40.0,1,17.0,20000
Bajaj,Avenger,220.0,6,29614.0,40.0,1,19.0,55000
Royal-Enfield,Bullet,350.0,1,37.0,37.0,1,19.8,145000
KTM,Duke,390.0,4,89000.0,25.0,4,42.9,93000
Bajaj,Platina,100.0,3,40126.0,90.0,1,8.1,34000
Royal-Enfield,Classic,350.0,1,3649.0,35.0,1,19.1,155000
Royal-Enfield,Classic,350.0,2,2000.0,35.0,1,19.8,175000
KTM,Duke,200.0,4,15000.0,35.0,1,24.6,89999
Royal-Enfield,Classic,350.0,2,10500.0,35.0,1,19.8,137000
Bajaj,Pulsar,150.0,5,34600.0,53.0,1,16.8,35000
Royal-Enfield,Continental,535.0,6,49900.0,26.0,2,29.1,135000
TVS,Apache,180.0,9,45.0,45.0,2,17.2,32000
Bajaj,Avenger,150.0,5,98000.0,50.0,4,14.3,26000
Hero,Karizma,223.0,12,96000.0,40.0,1,17.0,25000
Royal-Enfield,Classic,350.0,4,12000.0,35.0,1,19.8,140000
Jawa,Perak,330.0,1,3000.0,0.0,1,30.0,189000
KTM,Duke,250.0,4,6500.0,0.0,1,29.6,205000
Yamaha,YZF-R15,150.0,2,18000.0,42.0,1,16.0,88000
Bajaj,Discover,100.0,7,80.0,80.0,1,9.1,17500
TVS,Apache,200.0,2,40.0,40.0,1,20.7,95000
Royal-Enfield,Classic,350.0,2,3500.0,35.0,1,19.8,186750
Bajaj,Pulsar,200.0,5,35.0,35.0,4,24.5,80000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,70000
Bajaj,Platina,110.0,1,8500.0,84.0,1,8.44,61400
Royal-Enfield,Classic,350.0,4,16100.0,35.0,2,19.8,112100
Yamaha,YZF-R15,150.0,10,33000.0,42.0,1,16.0,32025
Bajaj,Avenger,220.0,7,32000.0,40.0,1,19.0,40000
Yamaha,FZ16,150.0,8,58.0,58.0,1,13.0,33000
Bajaj,Pulsar,220.0,2,30000.0,38.0,4,21.0,62000
TVS,Apache,160.0,2,95000.0,0.0,4,16.1,38000
Suzuki,Gixxer,250.0,2,5924.0,0.0,1,26.1,124350
Honda,CB,160.0,6,52.0,52.0,2,13.82,45000
Bajaj,Pulsar,200.0,7,46000.0,40.0,1,24.2,45000
Bajaj,Avenger,150.0,4,25000.0,45.0,1,14.3,50000
Bajaj,Dominar,400.0,4,28.0,28.0,1,34.5,130000
Bajaj,Pulsar,220.0,5,310000.0,38.0,1,21.0,55000
Bajaj,Pulsar,220.0,6,52000.0,38.0,2,21.0,47000
Honda,CBR,250.0,9,29.0,29.0,2,26.15,60000
TVS,Apache,150.0,15,45.0,45.0,1,13.7,35000
Royal-Enfield,Classic,350.0,6,70000.0,35.0,2,19.8,105000
Yamaha,FZ,150.0,5,58.0,58.0,1,13.0,55000
Bajaj,Avenger,220.0,7,22033.0,40.0,1,19.0,41000
Royal-Enfield,Classic,350.0,2,9000.0,35.0,1,19.8,180000
Bajaj,Pulsar,180.0,4,10000.0,65.0,1,17.0,85000
Yamaha,YZF-R15,150.0,9,28000.0,42.0,1,16.7,80000
Hero,Passion,100.0,12,112000.0,5.0,1,8.2,12000
Hero,CD,100.0,15,60000.0,65.0,1,7.7,12119
Royal-Enfield,Classic,350.0,4,21000.0,35.0,1,19.8,155000
Honda,X-Blade,160.0,2,30000.0,0.0,1,13.93,66000
Hero,CD,100.0,9,59000.0,65.0,1,7.7,35000
TVS,Apache,160.0,4,60.0,60.0,1,15.2,60000
Suzuki,Gixxer,150.0,1,6000.0,40.0,1,14.6,132600
Yamaha,Crux,110.0,19,60.0,60.0,1,7.5,27000
Suzuki,Gixxer,150.0,3,24000.0,40.0,1,14.6,80000
Hero,Passion,100.0,2,22465.0,84.0,1,8.2,44000
Suzuki,Intruder,150.0,1,2000.0,0.0,1,14.6,112800
Bajaj,Pulsar,200.0,3,42.0,42.0,1,23.2,96000
Bajaj,Pulsar,200.0,3,42.0,42.0,1,23.2,96500
Royal-Enfield,Classic,350.0,8,20000.0,35.0,1,19.8,110000
TVS,Apache,180.0,1,45.0,45.0,1,16.3,86400
Royal-Enfield,Classic,500.0,4,15960.0,25.0,1,27.2,165000
TVS,Apache,200.0,0,40.0,40.0,1,20.21,135000
Royal-Enfield,Classic,350.0,8,71000.0,35.0,2,19.8,70000
Yamaha,FZ,150.0,9,58.0,58.0,2,13.0,40000
Yamaha,FZ,150.0,6,58.0,58.0,1,13.0,45000
Royal-Enfield,Classic,500.0,4,6000.0,35.0,1,27.2,134400
Yamaha,YZF-R15,150.0,8,82200.0,42.0,1,16.7,59000
Royal-Enfield,Electra,350.0,4,23126.0,25.0,1,19.8,110000
Bajaj,Pulsar,125.0,1,8000.0,62.0,1,11.64,74000
Royal-Enfield,Thunderbird,350.0,3,7000.0,40.0,1,19.8,160000
Royal-Enfield,Bullet,350.0,2,4300.0,0.0,1,19.8,130000
Yamaha,YZF-R15,150.0,3,9500.0,0.0,1,18.7,105000
Hero,HF,100.0,4,20000.0,55.0,1,6.15,20000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,75000
Yamaha,FZ16,150.0,10,58.0,58.0,1,13.0,35000
Hero,Splendor,100.0,8,30768.0,45.0,1,6.15,35000
Yamaha,FZs,150.0,7,26330.0,45.0,1,13.0,45400
Bajaj,Pulsar,150.0,12,65.0,65.0,2,14.85,10125
Suzuki,Gixxer,150.0,2,13500.0,63.0,1,14.0,88187
Honda,CB,150.0,8,60.0,60.0,1,14.0,35275
Royal-Enfield,Classic,350.0,0,900.0,35.0,1,19.1,233438
Jawa,Forty,295.0,2,1600.0,0.0,1,27.0,155625
TVS,Apache,180.0,1,45.0,45.0,3,17.3,63000
Royal-Enfield,Standard,350.0,2,30.0,30.0,1,18.0,145000
Royal-Enfield,Standard,350.0,1,30.0,30.0,1,18.0,160000
Royal-Enfield,Classic,350.0,4,13000.0,35.0,1,19.8,145000
Royal-Enfield,Standard,350.0,2,30.0,30.0,1,18.0,150000
Hero,HF,100.0,3,12000.0,55.0,1,6.15,50000
KTM,Duke,390.0,4,14000.0,25.0,1,42.9,185000
KTM,Duke,390.0,2,14000.0,25.0,1,42.9,245000
KTM,Duke,125.0,1,5000.0,0.0,1,14.3,125000
Bajaj,Avenger,220.0,4,7400.0,40.0,1,19.0,66900
Bajaj,Avenger,220.0,5,6790.0,35.0,1,19.0,60000
Bajaj,Avenger,220.0,4,12000.0,35.0,1,19.0,56300
Yamaha,FZs,150.0,6,18000.0,45.0,2,13.0,30000
TVS,Apache,200.0,3,40.0,40.0,2,20.23,73000
TVS,Apache,180.0,5,45.0,45.0,1,17.3,53000
TVS,Radeon,110.0,1,7000.0,63.0,1,8.0,60000
TVS,Apache,200.0,4,40.0,40.0,2,20.7,65000
Bajaj,Pulsar,125.0,1,67000.0,62.0,2,11.64,56600
Honda,CB,150.0,10,60.0,60.0,1,14.0,35000
TVS,Apache,200.0,4,40.0,40.0,1,20.7,70000
Yamaha,Fazer,150.0,10,45.0,45.0,1,13.0,39655
Hero,Ignitor,125.0,8,38000.0,55.0,1,11.0,39425
Bajaj,CT,100.0,2,20850.0,67.0,1,8.1,50000
Bajaj,Discover,100.0,8,80.0,80.0,1,7.7,28000
KTM,RC,200.0,2,14800.0,35.0,1,25.1,180000
Yamaha,FZs,150.0,6,18000.0,45.0,1,13.0,48000
Hero,Splendor,100.0,2,16000.0,81.0,1,8.2,59000
Royal-Enfield,Bullet,350.0,2,37.0,37.0,1,19.8,136000
Royal-Enfield,Standard,350.0,2,30.0,30.0,1,18.0,135000
Yamaha,YZF-R15,150.0,2,81315.0,42.0,1,16.0,150000
Bajaj,Pulsar,200.0,1,42.0,42.0,1,23.2,105000
Royal-Enfield,Bullet,500.0,2,43574.0,25.0,1,26.1,190000
KTM,RC,390.0,0,1600.0,26.0,1,42.3,296000
KTM,Duke,200.0,8,25000.0,35.0,3,25.0,74400
Royal-Enfield,Classic,350.0,4,17415.0,35.0,2,19.8,138880
Yamaha,YZF-R15,150.0,1,7000.0,0.0,1,18.7,148800
Honda,CBR,150.0,8,51000.0,38.0,2,18.28,62496
Royal-Enfield,Standard,350.0,2,30.0,30.0,1,18.0,143840
Bajaj,Pulsar,200.0,4,42.0,42.0,1,23.2,75000
Honda,CB,110.0,8,71.0,71.0,1,9.0,40000
Royal-Enfield,Thunderbird,350.0,3,29000.0,40.0,1,19.8,155000
Royal-Enfield,Machismo,350.0,21,27000.0,30.0,2,18.0,100000
Bajaj,V12,125.0,4,35000.0,57.0,1,12.0,45000
Hero,Xtreme,160.0,1,15000.0,55.0,1,15.0,93000
Royal-Enfield,Himalayan,410.0,3,6000.0,32.0,1,24.5,172000
Royal-Enfield,Himalayan,410.0,4,16020.0,32.0,1,24.5,150000
Bajaj,Avenger,150.0,4,52000.0,45.0,1,14.3,62000
Bajaj,Pulsar,200.0,6,42.0,42.0,1,23.2,45650
Royal-Enfield,Classic,350.0,11,31200.0,35.0,1,19.8,69512
Bajaj,Avenger,220.0,8,27000.0,40.0,1,19.0,35000
KTM,RC,390.0,5,26000.0,26.0,1,42.3,128000
Royal-Enfield,Bullet,500.0,5,416242.0,25.0,1,26.37,120000
Jawa,Perak,330.0,0,3300.0,0.0,1,30.0,210000
Honda,CB,110.0,9,71.0,71.0,1,9.0,22500
Bajaj,Pulsar,180.0,2,20000.0,65.0,1,17.0,86948
TVS,Apache,160.0,11,60.0,60.0,2,15.2,29500
Yamaha,YZF-R15,150.0,3,12500.0,0.0,1,18.7,125000
Royal-Enfield,Classic,350.0,0,800.0,35.0,1,19.1,236000
Honda,CB,125.0,4,65.0,65.0,1,10.0,45000
Hero,CBZ,150.0,10,39000.0,65.0,1,14.4,20500
Hero,Passion,100.0,8,21000.0,5.0,1,8.2,35500
TVS,Apache,310.0,0,3500.0,22.0,1,33.0,250000
Hero,Passion,100.0,4,20000.0,5.0,1,8.2,45000
Bajaj,Pulsar,200.0,8,35.0,35.0,2,23.19,45000
Hero,Passion,100.0,13,30000.0,5.0,1,8.2,24500
Bajaj,Discover,100.0,10,80.0,80.0,1,7.7,23000
Bajaj,Avenger,220.0,3,11690.0,53.0,1,19.0,70000
KTM,Duke,125.0,2,2500.0,0.0,1,14.3,135000
KTM,RC,200.0,3,3500.0,35.0,1,25.1,166000
Bajaj,Avenger,220.0,5,16799.0,53.0,2,19.0,54998
Bajaj,Discover,150.0,6,70.0,70.0,1,13.0,32000
Royal-Enfield,Electra,350.0,7,18113.0,37.0,1,19.0,90000
Bajaj,Avenger,220.0,1,8500.0,45.0,1,14.3,100000
TVS,Apache,160.0,2,60.0,60.0,1,15.2,70000
Yamaha,FZ25,250.0,2,29000.0,43.0,1,20.3,150000
KTM,Duke,390.0,8,21421.0,25.0,4,44.0,108000
KTM,RC,390.0,5,11600.0,26.0,1,42.3,162899
TVS,Apache,160.0,2,60.0,60.0,1,15.2,83000
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,68000
Royal-Enfield,Classic,350.0,3,11794.0,35.0,1,19.8,144200
Royal-Enfield,Thunderbird,350.0,6,24000.0,40.0,1,19.8,112300
Royal-Enfield,Thunderbird,350.0,3,25000.0,40.0,1,19.8,150000
Royal-Enfield,Classic,350.0,8,21500.0,35.0,1,19.8,95000
Royal-Enfield,Interceptor,650.0,2,19000.0,0.0,1,47.0,265000
Royal-Enfield,Himalayan,410.0,1,1400.0,32.0,1,24.3,230600
Royal-Enfield,Classic,500.0,8,11000.0,32.0,2,27.2,88000
Royal-Enfield,Classic,350.0,4,12000.0,35.0,1,19.8,105000
Royal-Enfield,Thunderbird,350.0,6,24000.0,40.0,1,19.8,115000
Royal-Enfield,Himalayan,410.0,4,7700.0,32.0,1,24.5,150000
Honda,CD,110.0,2,84.0,84.0,1,8.31,46100
Hero,Passion,100.0,17,32000.0,55.0,1,7.5,15000
Bajaj,Pulsar,220.0,3,24000.0,38.0,1,21.0,88187
Royal-Enfield,Thunderbird,350.0,3,12000.0,40.0,1,19.8,120000
Royal-Enfield,Electra,350.0,4,12129.0,25.0,1,19.8,120000
Yamaha,SZR,150.0,9,30000.0,0.0,1,12.0,16000
Yamaha,FZ25,250.0,4,38000.0,43.0,1,20.3,95000
Bajaj,Avenger,220.0,8,45000.0,40.0,1,19.0,45000
TVS,Apache,200.0,3,40.0,40.0,1,20.7,72100
Hero,Passion,100.0,3,17123.0,84.0,1,8.2,51500
Hero,Passion,110.0,3,23000.0,0.0,1,9.3,45000
Benelli,302R,302.0,4,11000.0,0.0,1,38.26,230000
Royal-Enfield,Thunderbird,350.0,12,24900.0,35.0,1,19.8,60000
Royal-Enfield,Himalayan,410.0,4,47000.0,32.0,1,24.5,153400
Hero,Achiever,150.0,4,5000.0,45.0,1,13.0,37700
Royal-Enfield,Bullet,500.0,5,22800.0,25.0,1,26.37,126100
Bajaj,Pulsar,220.0,4,40000.0,38.0,1,21.0,54000
Bajaj,Pulsar,150.0,3,65.0,65.0,2,15.0,58000
Bajaj,Avenger,220.0,6,19000.0,40.0,2,19.0,47800
Hero,Passion,110.0,6,30000.0,55.0,1,6.72,36500
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,72800
Bajaj,Avenger,220.0,6,18000.0,40.0,1,19.0,45000
Royal-Enfield,Classic,350.0,1,1736.0,35.0,1,19.1,180000
Royal-Enfield,Bullet,350.0,2,45000.0,35.0,1,19.8,75000
Bajaj,Avenger,220.0,3,3500.0,35.0,1,19.0,75000
Bajaj,Pulsar,220.0,5,86000.0,38.0,1,21.0,60000
Bajaj,Avenger,220.0,6,16457.0,40.0,2,19.0,50000
TVS,Apache,200.0,3,40.0,40.0,1,20.7,75000
Benelli,302R,302.0,3,23933.0,0.0,1,38.26,270000
Hero,Splendor,110.0,5,13000.0,55.0,1,9.3,20000
Yamaha,YZF-R15,150.0,8,30000.0,42.0,3,16.0,37200
Yamaha,FZs,150.0,6,41000.0,45.0,1,13.0,36550
TVS,Apache,150.0,9,45.0,45.0,4,13.7,35000
TVS,Apache,200.0,3,40.0,40.0,1,20.23,92500
Royal-Enfield,Classic,350.0,4,6900.0,35.0,1,19.8,150000
Bajaj,Pulsar,200.0,5,35.0,35.0,1,24.5,92700
Honda,CB,125.0,4,65.0,65.0,1,10.0,42000
Yamaha,YZF-R15,150.0,1,15000.0,40.0,1,18.3,130000
Royal-Enfield,Classic,350.0,1,2160.0,35.0,1,19.8,170000
Royal-Enfield,Himalayan,410.0,3,16000.0,32.0,1,24.5,175000
Hero,Passion,100.0,19,58000.0,55.0,2,7.5,3900
Royal-Enfield,Thunderbird,350.0,9,21265.0,40.0,1,19.8,80000
Royal-Enfield,Classic,350.0,2,16800.0,35.0,1,19.8,145600
Yamaha,Fazer,150.0,11,45.0,45.0,1,13.0,16000
TVS,Apache,180.0,5,45.0,45.0,1,17.3,52000
Royal-Enfield,Classic,500.0,11,2500.0,32.0,1,27.2,88000
Suzuki,Gixxer,150.0,4,33100.0,40.0,1,14.6,65000
Hero,Splendor,100.0,6,33000.0,81.0,1,8.2,35000
Royal-Enfield,Bullet,350.0,8,45000.0,40.0,1,19.8,80000
KTM,Duke,390.0,3,18000.0,25.0,1,42.9,207100
Bajaj,Pulsar,220.0,6,55333.0,38.0,1,21.0,47300
Honda,CB,160.0,4,52.0,52.0,1,15.44,65000
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,84490
Yamaha,YZF-R15,150.0,2,16700.0,0.0,1,18.7,120000
KTM,RC,390.0,4,99000.0,26.0,4,42.3,93000
Bajaj,Pulsar,200.0,5,35.0,35.0,2,24.5,85000
Bajaj,Pulsar,200.0,4,35.0,35.0,2,24.5,79000
Bajaj,Pulsar,200.0,6,35.0,35.0,2,24.16,82000
Bajaj,Pulsar,200.0,0,35.0,35.0,4,23.7,69600
Bajaj,Pulsar,200.0,2,35.0,35.0,4,24.5,51000
Bajaj,Pulsar,200.0,3,35.0,35.0,4,24.5,56000
KTM,RC,200.0,2,95000.0,35.0,4,25.1,83000
KTM,RC,390.0,6,97000.0,26.0,4,43.0,76000
Hero,Passion,100.0,10,43000.0,5.0,2,8.2,20000
Yamaha,FZS-FI,150.0,1,24000.0,0.0,1,13.0,95520
Royal-Enfield,Classic,350.0,4,14000.0,35.0,2,19.8,134823
Royal-Enfield,Bullet,350.0,7,11000.0,40.0,1,19.8,90000
Royal-Enfield,Bullet,350.0,6,30720.0,40.0,1,19.8,107000
Bajaj,XCD,135.0,12,50000.0,60.0,1,9.4,10000
Bajaj,Pulsar,150.0,10,65.0,65.0,1,14.85,23200
Honda,CBR,250.0,10,33500.0,29.0,2,26.15,60000
Bajaj,Discover,125.0,8,19508.0,65.0,1,12.5,30000
Bajaj,Pulsar,160.0,3,71000.0,0.0,2,15.5,59000
Royal-Enfield,Classic,350.0,3,35000.0,35.0,1,19.8,147100
Mahindra,Centuro,110.0,6,28000.0,60.0,1,8.5,28000
KTM,Duke,200.0,7,98000.0,35.0,4,25.0,46000
Bajaj,Pulsar,180.0,5,22000.0,65.0,1,17.0,45000
Yamaha,FZs,150.0,13,45000.0,45.0,1,13.0,20000
Kawasaki,Z650,650.0,2,3100.0,30.0,1,67.2,540000
Bajaj,Pulsar,220.0,5,35000.0,38.0,2,21.0,59000
Bajaj,Pulsar,135.0,9,40000.0,64.0,1,13.0,20100
Yamaha,FZS,150.0,2,14000.0,52.0,1,12.9,100000
Hero,Xtreme,200.0,1,3000.0,0.0,1,18.1,82000
Bajaj,Discover,125.0,14,55051.0,65.0,1,12.5,15000
Royal-Enfield,Interceptor,650.0,2,800.0,0.0,1,47.0,200000
Hero,Passion,100.0,11,25000.0,5.0,1,8.2,21000
Hero,Passion,100.0,12,22000.0,5.0,2,8.2,19000
Bajaj,Pulsar,220.0,2,63000.0,38.0,4,21.0,47200
Honda,CB,125.0,2,65.0,65.0,1,10.0,51000
Bajaj,CT,100.0,5,32604.0,89.0,1,8.1,29500
Royal-Enfield,Standard,350.0,12,30.0,30.0,1,18.0,120000
Bajaj,V15,150.0,4,17000.0,57.0,1,11.8,38000
Royal-Enfield,Standard,350.0,2,30.0,30.0,1,18.0,152000
Royal-Enfield,Standard,350.0,4,37.0,37.0,1,19.8,142000
Royal-Enfield,Standard,350.0,11,37.0,37.0,1,19.8,172000
Royal-Enfield,Standard,350.0,12,30.0,30.0,4,18.0,160000
Royal-Enfield,Standard,350.0,3,37.0,37.0,1,19.8,155000
Harley-Davidson,Iron,883.0,6,2500.0,20.0,1,50.0,570625
Yamaha,YZF-R15,150.0,3,9200.0,0.0,1,18.7,109900
Royal-Enfield,Thunderbird,350.0,2,5800.0,40.0,1,19.8,177000
Honda,CBF,125.0,9,65.0,65.0,1,11.0,18200
Bajaj,Avenger,180.0,16,50000.0,40.0,2,19.0,30000
Royal-Enfield,Thunderbird,350.0,3,15917.0,40.0,1,19.8,101596
Bajaj,Pulsar,200.0,3,35.0,35.0,1,24.5,104000
Hero,Xtreme,200.0,2,550.0,0.0,1,18.1,86000
Suzuki,Intruder,150.0,3,17000.0,0.0,1,14.6,79400
Hero,Xtreme,200.0,2,10300.0,39.0,1,18.1,86600
Bajaj,Discover,135.0,14,36948.0,65.0,1,9.64,14000
Royal-Enfield,Classic,500.0,5,24520.0,32.0,1,27.2,121700
Honda,CB300R,300.0,2,7000.0,0.0,1,30.0,230000
Hero,Xtreme,200.0,1,950.0,39.0,1,18.1,90000
Royal-Enfield,Classic,500.0,4,51000.0,32.0,1,27.2,135000
Honda,CBR,250.0,4,38.0,38.0,1,26.15,132300
Bajaj,Avenger,220.0,3,10000.0,53.0,1,19.0,72000
Jawa,Perak,330.0,1,1300.0,0.0,1,30.0,230000
Yamaha,YZF-R15,150.0,4,14500.0,42.0,1,16.7,70000
Royal-Enfield,Thunderbird,350.0,4,13000.0,40.0,1,19.8,115000
Royal-Enfield,Thunderbird,350.0,7,20000.0,40.0,1,19.8,69999
Suzuki,Intruder,150.0,2,520.0,0.0,1,14.6,75000
Bajaj,Pulsar,150.0,9,65.0,65.0,1,14.85,26751
KTM,RC,390.0,3,18000.0,26.0,1,42.3,200000
Hero,Passion,100.0,10,45000.0,5.0,1,8.2,19280
Royal-Enfield,Thunderbird,350.0,2,11000.0,0.0,1,19.8,123750
Honda,CBR,150.0,8,29461.0,38.0,2,18.28,45000
Royal-Enfield,Classic,350.0,2,35000.0,35.0,1,19.8,140000
Yamaha,FZ,150.0,4,58.0,58.0,1,13.0,45050
KTM,Duke,250.0,2,9500.0,0.0,1,29.6,175000
Royal-Enfield,Bullet,500.0,4,17600.0,25.0,1,26.37,139000
Suzuki,Gixxer,150.0,3,15000.0,40.0,1,14.6,75900
Yamaha,FZ16,150.0,5,58.0,58.0,1,13.0,51100
Royal-Enfield,Thunderbird,500.0,9,7000.0,25.0,1,27.2,70550
Royal-Enfield,Classic,350.0,2,6500.0,35.0,1,19.8,125000
TVS,Apache,200.0,3,40.0,40.0,1,20.7,95000
Yamaha,FZs,150.0,7,32370.0,45.0,1,13.0,44000
Royal-Enfield,Thunderbird,500.0,8,10000.0,25.0,1,27.2,60000
Royal-Enfield,Classic,350.0,3,7000.0,35.0,1,19.8,132500
TVS,Star,110.0,13,35000.0,85.0,1,8.2,11000
TVS,Victor,110.0,5,74.0,74.0,1,9.5,36000
Yamaha,YZF-R15,150.0,7,50000.0,42.0,1,16.0,57700
Bajaj,Avenger,220.0,5,14000.0,53.0,2,19.0,47000
Royal-Enfield,Thunderbird,350.0,9,33000.0,40.0,1,19.8,96900
KTM,RC,390.0,5,20000.0,26.0,2,42.3,125000
Royal-Enfield,Thunderbird,350.0,5,32000.0,40.0,2,19.8,118700
Honda,CB,160.0,3,52.0,52.0,1,15.44,72500
Royal-Enfield,Thunderbird,350.0,2,8000.0,0.0,1,19.8,127500
Royal-Enfield,Classic,500.0,3,11820.0,35.0,1,27.2,158000
Royal-Enfield,Bullet,500.0,2,23000.0,25.0,1,26.1,145000
Royal-Enfield,Bullet,350.0,2,39000.0,0.0,1,19.8,100700
Royal-Enfield,Thunderbird,350.0,4,31000.0,40.0,1,19.8,127500
Hero,CBZ,150.0,12,28500.0,65.0,1,14.4,13300
Hero,Karizma,223.0,11,39000.0,40.0,1,17.0,50000
Suzuki,Gixxer,150.0,3,30045.0,63.0,1,14.0,80000
KTM,Duke,200.0,8,22500.0,35.0,1,25.0,65000
TVS,Apache,160.0,6,60.0,60.0,1,15.0,52200
Royal-Enfield,Bullet,350.0,6,32000.0,35.0,2,19.8,90000
Yamaha,YZF-R15,150.0,7,45000.0,42.0,1,16.7,55000
TVS,Apache,160.0,4,60.0,60.0,1,15.2,58700
Bajaj,Dominar,400.0,3,28.0,28.0,1,34.5,135000
Bajaj,Pulsar,200.0,8,35.0,35.0,4,23.19,32000
Hero,Passion,100.0,3,17000.0,84.0,1,8.2,42000
Royal-Enfield,Classic,500.0,3,11000.0,32.0,1,27.2,160000
Royal-Enfield,Bullet,350.0,4,16090.0,35.0,1,19.8,122400
Hero,CBZ,150.0,10,27000.0,65.0,1,14.4,25000
Royal-Enfield,Bullet,350.0,7,30665.0,40.0,2,19.8,112800
Royal-Enfield,Classic,350.0,3,36000.0,35.0,2,19.8,153000
Suzuki,Gixxer,150.0,2,30000.0,40.0,2,14.6,68800
Bajaj,Pulsar,200.0,0,39.1,39.0,1,24.13,125000
Royal-Enfield,Thunderbird,500.0,4,21000.0,25.0,1,27.2,156600
Yamaha,FZ16,150.0,8,58.0,58.0,1,13.0,40200
Bajaj,Pulsar,200.0,4,35.0,35.0,3,24.5,74000
TVS,Apache,160.0,0,15.0,0.0,1,15.6,120000
KTM,Duke,200.0,4,8000.0,35.0,1,24.6,121000
Royal-Enfield,Thunderbird,350.0,4,30000.0,40.0,1,19.8,160000
Royal-Enfield,Classic,350.0,4,3600.0,35.0,1,19.8,149900
Bajaj,Pulsar,150.0,2,65.0,65.0,1,15.0,64700
Bajaj,Pulsar,200.0,6,35.0,35.0,1,24.16,78000
Royal-Enfield,Bullet,350.0,13,50000.0,30.0,1,19.8,64200
Royal-Enfield,Thunderbird,350.0,5,16500.0,40.0,1,19.8,105000
TVS,Apache,160.0,2,10300.0,0.0,1,16.1,107400
Royal-Enfield,Thunderbird,350.0,4,7000.0,40.0,1,19.8,120000
Bajaj,Avenger,150.0,4,37000.0,45.0,1,14.3,55000
KTM,Duke,250.0,4,13300.0,0.0,1,29.6,165000
